quality_measure	comparaison_measure	method_aggregation_outcome	attrs_objects	attrs_users	nb_attrs_objects	nb_attrs_objects_in_itemset	nb_attrs_users	nb_attrs_users_in_itemset	quality_threshold	threshold_objects	threshold_nb_users_1	threshold_nb_users_2	nb_objects	nb_users	nb_users_1	nb_users_2	nb_reviews	algorithm	closed	pruning_ub	RandomWalk	timebudget	bound_type	nb_generated_subgroups	nb_visited_subgroups	nb_candidates_subgroups	nb_patterns	timespent_init	timespent	timespent_total
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	5.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	1657699.0	1616901.0	1616458.0	336	0.4	91.98	92.4
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	10.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	1078250.0	1053089.0	1053089.0	45	0.34	73.51	73.86
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	25.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	500266.0	487225.0	487225.0	8	0.33	49.22	49.56
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	50.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	263156.0	258735.0	258735.0	2	0.33	36.12	36.46
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	100.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	122906.0	118427.0	118427.0	0	0.35	23.08	23.45
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	200.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	54269.0	49754.0	49754.0	0	0.33	12.87	13.21
