quality_measure	comparaison_measure	method_aggregation_outcome	attrs_objects	attrs_users	nb_attrs_objects	nb_attrs_objects_in_itemset	nb_attrs_users	nb_attrs_users_in_itemset	quality_threshold	threshold_objects	threshold_nb_users_1	threshold_nb_users_2	nb_objects	nb_users	nb_users_1	nb_users_2	nb_reviews	algorithm	closed	pruning_ub	RandomWalk	timebudget	bound_type	nb_generated_subgroups	nb_visited_subgroups	nb_candidates_subgroups	nb_patterns	timespent_init	timespent	timespent_total
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	502	3	16	0.5	50.0	1.0	1.0	1000	18	18	18	6170	DSC+CLOSED+UB2	True	True	False	36000	2	3313.0	1017.0	1017.0	0	6.87	1.04	7.92
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	769	3	16	0.5	50.0	1.0	1.0	5000	18	18	18	29942	DSC+CLOSED+UB2	True	True	False	36000	2	58698.0	18240.0	18240.0	0	6.91	6.62	13.53
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	866	3	16	0.5	50.0	1.0	1.0	10000	18	18	18	59341	DSC+CLOSED+UB2	True	True	False	36000	2	165294.0	43695.0	43538.0	0	7.07	16.51	23.58
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1009	3	16	0.5	50.0	1.0	1.0	25000	18	18	18	146643	DSC+CLOSED+UB2	True	True	False	36000	2	509155.0	122095.0	120557.0	0	7.74	63.09	70.83
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1112	3	16	0.5	50.0	1.0	1.0	50000	18	18	18	292676	DSC+CLOSED+UB2	True	True	False	36000	2	1263320.0	281665.0	276775.0	0	9.0	188.2	197.2
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1155	3	16	0.5	50.0	1.0	1.0	75000	18	18	18	439644	DSC+CLOSED+UB2	True	True	False	36000	2	2069185.0	445522.0	436870.0	0	10.63	356.05	366.69
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1181	3	16	0.5	50.0	1.0	1.0	100000	18	18	18	585829	DSC+CLOSED+UB2	True	True	False	36000	2	2896176.0	614373.0	601422.0	0	12.46	559.37	571.83
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1204	3	16	0.5	50.0	1.0	1.0	127162	18	18	18	745242	DSC+CLOSED+UB2	True	True	False	36000	2	3755849.0	780421.0	763858.0	0	14.89	815.33	830.23
