quality_measure	comparaison_measure	method_aggregation_outcome	attrs_objects	attrs_users	nb_attrs_objects	nb_attrs_objects_in_itemset	nb_attrs_users	nb_attrs_users_in_itemset	quality_threshold	threshold_objects	threshold_nb_users_1	threshold_nb_users_2	nb_objects	nb_users	nb_users_1	nb_users_2	nb_reviews	algorithm	closed	pruning_ub	RandomWalk	timebudget	bound_type	nb_generated_subgroups	nb_visited_subgroups	nb_candidates_subgroups	nb_patterns	timespent_init	timespent	timespent_total
AGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1204	3	16	0.1	50.0	1.0	1.0	127162	18	18	18	745242	DSC+CLOSED+UB2	True	True	False	36000	2	46435155.0	1917225.0	1849930.0	2942	14.79	1937.72	1952.52
AGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	1204	3	16	0.2	50.0	1.0	1.0	127162	18	18	18	745242	DSC+CLOSED+UB2	True	True	False	36000	2	8422382.0	772632.0	754773.0	2	14.78	552.59	567.38
AGR_SUMDIFF	AVG_YELP	AVGRATINGS_PONDERATION	[('categories', 'themes'), ('state', 'simple')]	[('seniority', 'simple'), ('elite', 'simple'), ('friends_network', 'simple')]	2	2	3	16	0.3	50.0	1.0	1.0	127162	18	18	18	745242	DSC+CLOSED+UB2	True	True	False	36000	2	0	0	0.0	0	14.9	88.79	103.7
